cast,certificate,genre,grosscollection,imdbrating,imglinks,metascore,movie,noofvotes,plot,production_year,release_date,runtime,tconst,gtrendssearch,date
"     Director: Shivam Nair |      Stars: Tapsee Pannu,  Akshay Kumar,  Manoj Bajpayee,  Taher Shabbir ",NA,"Action, Adventure, Thriller            ",NA,6.3,"https://ia.media-imdb.com/images/M/MV5BMTkxMDk1Mjc2NF5BMl5BanBnXkFtZTgwNjk4Njk3MTI@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Naam Shabana,3630,"    This Spin-off from Baby (2015) provides the back-story of intelligence agent Shabana, and chronicles how she becomes a spy.",2017,31-Mar-17,147 min,tt6170954,Naam Shabana,2017-03-31
"     Director: Alankrita Shrivastava |      Stars: Aahana Kumra,  Ratna Pathak Shah,  Konkona Sen Sharma,  Plabita Borthakur ",A,Drama            ,NA,6.9,"https://ia.media-imdb.com/images/M/MV5BZjcyOWU3MWQtYWI2Mi00OTQ4LTlkNjYtNGU1OWQ1YjNhODRjXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Lipstick Under My Burkha,4589,"    In order to be independent and break free from the conservative society, four women sets on a journey to discover freedom and happiness.",2016,21-Jul-17,117 min,tt4807830,Lipstick Under My Burkha,2017-07-21
"     Directors: Krishna D.K.,  Raj Nidimoru |      Stars: Sidharth Malhotra,  Jacqueline Fernandez,  Darshan Kumar,  Hussain Dalal ",UA,"Action, Comedy, Thriller            ","418,870",6.4,"https://ia.media-imdb.com/images/M/MV5BMDFkMjlhM2ItZGVjYy00YzAyLWFmMjEtNDM5OGNmODFmMzhkXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,A Gentleman,3858,"    Gaurav, a simple hard working guy for a white collar job visits Mumbai for a meeting where his doppelganger is about to bring chaos in his life.",2017,25-Aug-17,145 min,tt5613834,A Gentleman,2017-08-25
"     Director: Vishal Bhardwaj |      Stars: Shahid Kapoor,  Saif Ali Khan,  Kangana Ranaut,  Richard McCabe ",UA,"Action, Drama, History            ",NA,5.8,"https://ia.media-imdb.com/images/M/MV5BZjliMjM4ZWQtZjgxYy00NjE4LTg2NDctYjU2YWJkYjVkNTdmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Rangoon,2903,    A love triangle forms against the backdrop of the Second World War.,2017,24-Feb-17,170 min,tt4909752,Rangoon,2017-02-24
"     Director: Madhur Bhandarkar |      Stars: Kirti Kulhari,  Tota Roy Chowdhury,  Neil Nitin Mukesh,  Ankur Vikal ",UA,"Drama, History, Thriller            ",NA,6.1,"https://ia.media-imdb.com/images/M/MV5BNzhjZDE5ODgtOTFlMi00ZmU2LWE2NjItNWU3MTgwMTE5ZjAxXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Indu Sarkar,993,    Indu Sarkar is set during the emergency period between 1975 to 1977 declared by Prime Minister Indra Gandhi.,2017,28-Jul-17,139 min,tt6620324,Indu Sarkar,2017-07-28
"     Director: Hansal Mehta |      Stars: Kangana Ranaut,  Sohum Shah,  Esha Tewari,  Jason Louder ",UA,"Crime, Drama, Romance            ",NA,5.5,"https://ia.media-imdb.com/images/M/MV5BMmZhNzM2ZWEtZGI0OC00M2U3LTk0NWQtMDRjN2U0YWI2ZmIwXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Simran,2196,"    A socially criticized girl who is financially cornered, becomes an outlaw to dodge the situation.",2017,15-Sep-17,124 min,tt6405126,Simran,2017-09-15
"     Director: Mrighdeep Lamba |      Stars: Pulkit Samrat,  Manjot Singh,  Ali Fazal,  Varun Sharma ",UA,Comedy            ,NA,6.6,"https://ia.media-imdb.com/images/M/MV5BYmUyYzI5MjEtZGU5Mi00YTFiLWJmYjMtOWFmMzlmNTdmZTdjXkEyXkFqcGdeQXVyNzU3OTY4NTc@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Fukrey Returns,2981,"    Just out of jail, a don is ready to get back at the four friends who conned her.",2017,08-Dec-17,141 min,tt6712014,Fukrey Returns,2017-12-08
"     Director: Anshai Lal |      Stars: Anushka Sharma,  Diljit Dosanjh,  Suraj Sharma,  Mehreen Pirzada ",NA,"Comedy, Drama, Fantasy            ","459,391",6.1,"https://ia.media-imdb.com/images/M/MV5BNjM1NDYyOGItZGYzNi00ZDkwLWFiMDItYTAzYWQ0YjZhMDIyXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Phillauri,2690,"    A man must marry a tree to ward off threats to his love-life, but the tree turns out to have more spirit than the man bargained for.",2017,24-Mar-17,138 min,tt5502766,Phillauri,2017-03-24
"     Director: Deven Bhojani |      Stars: Vidyut Jammwal,  Adah Sharma,  Esha Gupta,  Freddy Daruwala ",UA,"Action, Adventure, Crime            ",NA,5.2,"https://ia.media-imdb.com/images/M/MV5BZGI1N2Q5NjktMDFiZC00NGQ0LTkzNzYtZmExZGEwODVhYjExL2ltYWdlXkEyXkFqcGdeQXVyNjE5MTgwOTU@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Commando 2,1992,"    A man uses his combat skills to eradicate black money, which has been siphoned to banks abroad.",2017,03-Mar-17,144 min,tt5954088,Commando 2,2017-03-03
"     Director: R.S. Prasanna |      Stars: Ayushmann Khurrana,  Bhumi Pednekar,  Seema Bhargava,  Anshul Chauhan ",NA,"Comedy, Romance            ","689,874",7,"https://ia.media-imdb.com/images/M/MV5BZGRhMDUxMjktYzdiZi00NTczLWIxMzQtMjEyZTU5MTYwNTg2XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Shubh Mangal Saavdhan,4195,"    In this remake of Kalyana Samayal Saadham (2013), a couple fall in love but then the groom discovers that he suffers from erectile dysfunction.",2017,01-Sep-17,119 min,tt6971752,Shubh Mangal Saavdhan,2017-09-01
"     Director: Srijit Mukherji |      Stars: Amitabh Bachchan,  Vidya Balan,  Naseeruddin Shah,  Pallavi Sharda ",A,"Action, Drama, History            ",NA,5.6,"https://ia.media-imdb.com/images/M/MV5BM2MxMjhhZjEtOTVhNi00N2ZhLTg0NTQtOTUxOWJiZTM3MDA3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Begum Jaan,2045,    The story of eleven prostitutes who refuse to part ways with their brothel and each other during the partition between India and Pakistan.,2017,14-Apr-17,128 min,tt5785116,Begum Jaan,2017-04-14
"     Director: Shlok Sharma |      Stars: Nawazuddin Siddiqui,  Shweta Tripathi,  Trimala Adhikari,  Irfan Khan ",UA,Drama            ,NA,6.4,"https://ia.media-imdb.com/images/M/MV5BNGIxMjJmZTgtNWE1Mi00NTBmLTllYjAtYmI5NDQxMjMwNzFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ4ODg2MjM@._V1_UY209_CR4,0,140,209_AL_.jpg",-1,Haraamkhor,2401,"    An unlikely love triangle unfolds when married professor, Shyam, has an illicit affair with his student, Sandhya, who in turn is trying to be wooed by her classmate Kamal. Haraamkhor is a prohibited love story witnessed by two adolescents.",2015,13-Jan-17,90 min,tt2361746,Haraamkhor,2017-01-13
"     Director: Bumpy |      Stars: Riteish Deshmukh,  Vivek Oberoi,  Rhea Chakraborty,  Sahil Vaid ",UA,"Action, Comedy, Thriller            ",NA,5.9,"https://ia.media-imdb.com/images/M/MV5BMTUzODAzNTM4Ml5BMl5BanBnXkFtZTgwMjQ1NTYyNTM@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Bank Chor,1760,"    A comic-caper, that tells the story of 3 morons trying to rob a bank who pick the worst day possible when everything that can go wrong, goes wrong and how they're inadvertently caught in the crossfire.",2017,16-Jun-17,120 min,tt3611266,Bank Chor,2017-06-16
"     Director: Akshay Roy |      Stars: Parineeti Chopra,  Ayushmann Khurrana,  Kharaj Mukherjee,  Prakash Belawadi ",UA,"Comedy, Drama, Romance            ",NA,5.7,"https://ia.media-imdb.com/images/M/MV5BMjQ5NzgwMzExNF5BMl5BanBnXkFtZTgwNjk2NTYyNTM@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Meri Pyaari Bindu,2399,"    A successful writer Abhimanyu Roy, stuck with writers block, returns to his roots to write an old-fashioned love story.",2017,12-May-17,117 min,tt5472374,Meri Pyaari Bindu,2017-05-12
"     Director: Shreyas Talpade |      Stars: Sunny Deol,  Bobby Deol,  Shreyas Talpade,  Randheer Rai ",PG-13,Comedy            ,"97,049",5.6,"https://ia.media-imdb.com/images/M/MV5BNjYxMzM0NDktZDFmNy00NmMzLWIxNWUtZTg5ZjE0MGM3MzE0XkEyXkFqcGdeQXVyNjE5MTgwOTU@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Poster Boys,1063,    Life of three men comes in trouble when their photos appear on advertisement for sterilization.,2017,08-Sep-17,128 min,tt6352548,Poster Boys,2017-09-08
"     Director: Rajiv Dhingra |      Stars: Kapil Sharma,  Ishita Dutta,  Monica Gill,  Edward Sonnenblick ",UA,"Action, Comedy, Drama            ",NA,4.7,"https://ia.media-imdb.com/images/M/MV5BZTU5NmI1YzgtM2QwMy00NjFiLWIwZTYtYzQ5ODViOWY0MmIwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Firangi,658,"    In the year 1920, when India's freedom movement was gaining momentum, one man firmly believed that the Britishers were not as bad as they were being made out to be.",2017,01-Dec-17,158 min,tt7549484,Firangi,2017-12-01
"     Director: Rahul Bose |      Stars: Azam,  Sekhar Babu Bachinepally,  Veera Badaram,  Dr. Malesh Balastu ",NA,Biography            ,NA,7.9,"https://ia.media-imdb.com/images/M/MV5BZThhNTE5MmYtYTM3ZS00OTliLWEyMzgtYjAzMGUwZjlhOGM3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDU2MDE3Mjc@._V1_UY209_CR4,0,140,209_AL_.jpg",-1,Poorna,821,    An Adivasi 13-year-old from Telangana becomes the youngest girl in history to climb Mount Everest.,2017,31-Mar-17,100 min,tt6180274,Poorna,2017-03-31
"     Director: Tigmanshu Dhulia |      Stars: Kunal Kapoor,  Amit Sadh,  Mohit Marwah,  Kenneth Desai ",UA,"Action, Drama, History            ",NA,8.4,"https://ia.media-imdb.com/images/M/MV5BZGYzOGM2MjctZjQwZi00NDU3LWJlMTgtNzAzNjVkOGFmZDRkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Raag Desh,303,    A period film based on the historic 1945 Indian National Army Red Fort Trials.,2017,28-Jul-17,135 min,tt6080746,Raag Desh,2017-07-28
"     Director: Ranjit Tiwari |      Stars: Farhan Akhtar,  Diana Penty,  Ronit Roy,  Gippy Grewal ",UA,"Action, Crime, Drama            ",NA,6.1,"https://ia.media-imdb.com/images/M/MV5BNjIyNTE5ZGQtMzgyYy00ZGI3LWI0MjktOTJhMTczYWZmZTExXkEyXkFqcGdeQXVyNTg3MzU3ODQ@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Lucknow Central,1772,"    When an innocent man aspiring to be a musician is framed for committing a murder, he decides to form a music band with his co-prisoners for a competition, but his real intention seems to be different.",2017,15-Sep-17,133 min,tt5697870,Lucknow Central,2017-09-15
"     Director: Omung Kumar |      Stars: Sunny Leone,  Sanjay Dutt,  Aditi Rao Hydari,  Riddhi Sen ",UA,"Action, Crime, Drama            ",NA,5.3,"https://ia.media-imdb.com/images/M/MV5BNTE0Njg2NGQtOTZhMC00MDkyLWE2M2QtNjE5NDYwYjNjYjBjXkEyXkFqcGdeQXVyNjcyNjMzMjQ@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Bhoomi,1193,    A single father battles injustice after his daughter is raped and the perpetrators are found not guilty.,2017,22-Sep-17,136 min,tt6265988,Bhoomi,2017-09-22
"     Director: Tanuja Chandra |      Stars: Irrfan Khan,  Parvathy,  Bajrangbali Singh,  Anud Singh Dhaka ",UA,"Comedy, Romance            ",NA,7,"https://ia.media-imdb.com/images/M/MV5BNTkyMDc0MjAtNmQ4Yi00MDBmLWI5NTItYjljOGMxOTkzMzk1XkEyXkFqcGdeQXVyNTA4OTgxMzk@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Qarib Qarib Singlle,2295,"    Yogi and Jaya, who have polar opposite personalities and sensibilities, meet via a online dating app. This encounter turns into so much more when the two travel to Rishikesh.",2017,09-Nov-17,125 min,tt7399470,Qarib Qarib Singlle,2017-11-09
"     Director: Avinash Das |      Stars: Swara Bhaskar,  Sanjay Mishra,  Pankaj Tripathi,  Ishtiyak Khan ",A,Drama            ,NA,6.6,"https://ia.media-imdb.com/images/M/MV5BY2EzNzU0YmUtMjA3YS00MjgzLWFjNGItZjJmMWJiYmNlZGZlXkEyXkFqcGdeQXVyNjk5OTc0MTQ@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Anaarkali of Aarah,877,"    A village dancer is harassed by a local politician and is ridiculed by the police, but ends up plotting revenge to clear her name.",2017,24-Mar-17,113 min,tt6058394,Anaarkali of Aarah,2017-03-24
"     Director: Aparnaa Singh |      Stars: Naseeruddin Shah,  Arshad Warsi,  Divya Dutta,  Sharad Kelkar ",NA,"Drama, Mystery, Thriller            ",NA,6.3,"https://ia.media-imdb.com/images/M/MV5BZTIzNGQ1ODYtMjBiYi00N2IzLTkyZDgtNzU3ZWY3NTAyZGY2L2ltYWdlXkEyXkFqcGdeQXVyMjQwOTU5NTg@._V1_UY209_CR4,0,140,209_AL_.jpg",-1,Irada,851,    An NIA officer tries to unravel the conspiracy that led to the bombing of a business tycoon's factory.,2017,17-Feb-17,109 min,tt6467738,Irada,2017-02-17
"     Director: Dipankar Senapati |      Stars: Govinda,  Richa Sharma,  Poonam Pandey,  Sweta Sharma ",UA,Action            ,NA,3.8,"https://ia.media-imdb.com/images/M/MV5BYTQzYWNlMmItMzFjYS00N2Y4LTg4MzItZWM4NDk5NTJkZmIzL2ltYWdlXkEyXkFqcGdeQXVyNzA3ODYxODY@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Aa Gaya Hero,271,"    ACP Ravindra Varma, a fearless and sincere police officer, is called to nab terrorist Milind Shinde, who has political backing.",2017,16-Mar-17,123 min,tt5896934,Aa Gaya Hero,2017-03-16
"     Director: Suresh Triveni |      Stars: Vidya Balan,  Neha Dhupia,  Manav Kaul,  Vijay Maurya ",U,"Comedy, Drama            ",NA,7,"https://ia.media-imdb.com/images/M/MV5BMTczZGY2NWYtNGRkYy00MDU0LWJhZTUtNmQyMjdjYmJmNDM5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR1,0,140,209_AL_.jpg",-1,Tumhari Sulu,2636,    Sulu is an ambitious housewife with a loving husband and a happy family. Things start changing for her when she accidentally lands a job as a radio jockey and her show becomes an instant hit.,2017,17-Nov-17,150 min,tt6791730,Tumhari Sulu,2017-11-17
"     Director: Raja Menon |      Stars: Saif Ali Khan,  Padmapriya,  Dhanish Karthik,  Ram Gopal Bajaj ",NA,"Comedy, Drama, Family            ",NA,5.5,"https://ia.media-imdb.com/images/M/MV5BYTMwMDg5NWQtOTE3My00MmNlLWI5OWUtNTBlNTRjZTA5NDg4XkEyXkFqcGdeQXVyNjY3MTI4NzU@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Chef,1273,    Chef Roshan Kalra sets out to find the true source of happiness and reignite his passion for food while being more present in his son's life.,2017,06-Oct-17,133 min,tt5745450,Chef,2017-10-06
"     Director: Ajay Pannalal |      Stars: Rajkummar Rao,  Shruti Haasan,  Gautam Gulati,  Darshan Jariwala ",NA,Comedy            ,NA,5.4,"https://ia.media-imdb.com/images/M/MV5BMWZhOGVjODEtZGUwZC00NTQ3LTllZDMtY2NiNTc1MGIzMDk3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Behen Hogi Teri,1052,"    Gattu (Rajkummar Rao) has a problem, he loves Binny (Shruti Haasan) who lives in their neighborhood. But everyone says that the girls of the neighborhood should be treated as own sister or ...                See full summary »",2017,09-Jun-17,128 min,tt6537508,Behen Hogi Teri,2017-06-09
"     Director: Nila Madhab Panda |      Stars: Singh Bhupesh,  Harish Chhabra,  Ram Naresh Diwakar,  Vipin Katyal ",U,Drama            ,NA,9,"https://ia.media-imdb.com/images/M/MV5BYmU0MGY3OTgtMzU2Mi00YzI5LThmNGMtNzBhZGMyZWVjNTdhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Dark wind,191,"    A blind old man and a young bank loan recovery agent, ironically both coming from two extreme weather conditions having zero contribution to the global climate change, fight for their ...                See full summary »",2017,24-Nov-17,95 min,tt6143422,Dark wind,2017-11-24
"     Director: Sunaina Bhatnagar |      Stars: Manisha Koirala,  Madiha Imam,  Shreya Chaudhary,  Sahiba Bali ",U,"Drama, Romance            ",NA,5.1,"https://ia.media-imdb.com/images/M/MV5BYTk5Y2NmMjItODI5ZC00YTA0LWIyNWItM2MyMTA4YmVlOTkzXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Dear Maya,250,"    Anna and Ira prank a local woman by writing her letters from a secret admirer. The prank takes a more serious turn when the local women goes missing,",2017,02-Jun-17,111 min,tt6033536,Dear Maya,2017-06-02
"     Director: Amit Kumar |      Stars: Vijay Varma,  Nawazuddin Siddiqui,  Neeraj Kabi,  Geetanjali Thapa ",UA,"Action, Crime, Drama            ",NA,6.3,"https://ia.media-imdb.com/images/M/MV5BNTA3ZjlkZWYtYzE2Mi00YTZmLTg3YmQtOWExZGVlMWYyYTMyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Monsoon Shootout,465,"    As heavy rains lash Mumbai, a cop on his first assignment faces a life altering decision when he must decide to shoot or not. Each decision pits him against a system which demands a compromise of his morals and every choice has a price.",2013,15-Dec-17,92 min,tt2198235,Monsoon Shootout,2017-12-15
"     Director: Ananth Narayan Mahadevan |      Stars: Zareen Khan,  Gautam Rode,  Lillete Dubey,  Mukesh Hariawala ",A,"Crime, Drama, Mystery            ",NA,4.6,"https://ia.media-imdb.com/images/M/MV5BMGVmOTcwMGUtZjliNy00Yzg3LWFjNzItYzAwZWFmNDJmZWUxXkEyXkFqcGdeQXVyMjQwOTU5NTg@._V1_UY209_CR6,0,140,209_AL_.jpg",-1,Aksar 2,228,    A husband's plan to break up his marriage so that he can be with another woman backfires with unexpected consequences.,2017,17-Nov-17,127 min,tt5784860,Aksar 2,2017-11-17
"     Director: Prawaal Raman |      Stars: Adil Hussain,  Huma Qureshi,  Madalina Bellariu Ion,  Lisa Ray ",NA,"Horror, Mystery            ",NA,4.4,"https://ia.media-imdb.com/images/M/MV5BOTkwNDg4NjEyMV5BMl5BanBnXkFtZTgwNjYzMTAwNDI@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Dobaara: See Your Evil,259,    Siblings Natasha and Kabir Merchant investigate an allegedly haunted mirror in their parents' home in this official adaption of 'Oculus'.,2017,02-Jun-17,106 min,tt4552486,Dobaara See Your Evil,2017-06-02
"     Director: Ram Gopal Varma |      Stars: Amitabh Bachchan,  Jackie Shroff,  Abhishek Bachchan,  Yami Gautam ",UA,"Crime, Drama            ",NA,4.8,"https://ia.media-imdb.com/images/M/MV5BYzlkYzQyMjAtMzIzYi00MTg3LWE3ZmMtOTRkNDg1YmM2NTZlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Sarkar 3,1432,"    The third film in Ram Gopal Varma's Sarkar trilogy, which chronicles the exploits of a powerful political figure.",2017,12-May-17,130 min,tt5742874,Sarkar 3,2017-05-12
"     Director: Vishal Mishra |      Stars: Sunil Grover,  Zakir Hussain,  Dipannita Sharma,  Rajesh Sharma ",A,Comedy            ,NA,5.7,"https://ia.media-imdb.com/images/M/MV5BOTFiZjJmNGUtYTU5Ny00M2NhLWJiNmUtZWYzYWI2ZjhiZTg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjQwOTU5NTg@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Coffee with D,652,"    A celebrated journalist interviews one of the world's most dreaded terrorists, ""D"".",2017,20-Jan-17,123 min,tt6334874,Coffee with D,2017-01-20
"     Director: David Dhawan |      Stars: Salman Khan,  Tapsee Pannu,  Varun Dhawan,  Jacqueline Fernandez ",UA,"Action, Comedy            ","1,431,255",4,"https://ia.media-imdb.com/images/M/MV5BMjExNDQ3ODI3N15BMl5BanBnXkFtZTgwMTUwNTEzMzI@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Judwaa 2,5994,    Prem and Raja are twin brothers who are seperated at birth but are uniquely connected to eachother via their reflexes. They reunite as adults and set out to take down the underground smuggling world.,2017,29-Sep-17,145 min,tt5456546,Judwaa 2,2017-09-29
"     Director: Sabir Khan |      Stars: Tiger Shroff,  Nidhhi Agerwal,  Nawazuddin Siddiqui,  Sahil Anand ",NA,"Action, Drama, Musical            ",NA,3.4,"https://ia.media-imdb.com/images/M/MV5BMTgyNDQ4NDM2Nl5BMl5BanBnXkFtZTgwODI4NDk0MjI@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Munna Michael,1923,"    A young man, tries to follow the footsteps of his idol, The King of Pop, Michael Jackson.",2017,21-Jul-17,140 min,tt6117702,Munna Michael,2017-07-21
"     Director: Kabir Khan |      Stars: Salman Khan,  Sohail Khan,  Om Puri,  Mohammed Zeeshan Ayyub ",U,"Drama, War            ","930,058",4.2,"https://ia.media-imdb.com/images/M/MV5BMjExNjc1NDE3M15BMl5BanBnXkFtZTgwNDA2NzM0MjI@._V1_UY209_CR6,0,140,209_AL_.jpg",-1,Tubelight,10510,"    A story of two brothers set during the Sino-Indian war, 1962: the younger one who's at war at the borders and the elder who's at war with his own world.",2017,23-Jun-17,136 min,tt5882970,Tubelight,2017-06-23
"     Director: Dinesh Vijan |      Stars: Deepika Padukone,  Rajkummar Rao,  Kriti Sanon,  Jim Sarbh ",A,"Action, Comedy, Drama            ",NA,4,"https://ia.media-imdb.com/images/M/MV5BMTkwODcyOTU5Nl5BMl5BanBnXkFtZTgwMzc5NTIwMjI@._V1_UY209_CR9,0,140,209_AL_.jpg",-1,Raabta,2106,"    In 2017, Shiv and Saira fall for each other and form an inseparable connection. Until, Saira crosses paths with a reincarnated lover from a previous lifetime who is determined to make her his lover again.",2017,09-Jun-17,147 min,tt5542802,Raabta,2017-06-09
"     Director: Shaad Ali |      Stars: Aditya Roy Kapoor,  Shraddha Kapoor,  Naseeruddin Shah,  Kitu Gidwani ",UA,"Drama, Romance            ","345,872",5.1,"https://ia.media-imdb.com/images/M/MV5BMWQ2ZjE4ZTMtYjNlOS00MmJmLTkzOWMtOWMwOTg4N2M4YWI5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,OK Jaanu,2813,"    Adi and Tara move to Mumbai to pursue their dreams. A chance meeting sparks off a heady, no strings attached romance until their careers pull them apart. Will ambition prevail over matters of the heart?",2017,13-Jan-17,135 min,tt5764024,OK Jaanu,2017-01-13
"     Director: Sunhil Sippy |      Stars: Sunny Leone,  Sonakshi Sinha,  Purab Kohli,  Suchitra Pillai ",NA,"Comedy, Drama            ",NA,4,"https://ia.media-imdb.com/images/M/MV5BMzllMjQzOWItNDQyNC00N2RjLTk1NDItMTY2MjkyMjdjNGI5XkEyXkFqcGdeQXVyNjcyNjMzMjQ@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Noor,1060,"    Noor is a journalist who juggles her work, love and personal life on a day-to-day basis. One day, Noor's life takes a dramatic turn when she comes across an eye-opening investigative news story.",2017,21-Apr-17,117 min,tt5775220,Noor,2017-04-21
