cast,certificate,genre,grosscollection,imdbrating,imglinks,metascore,movie,noofvotes,plot,production_year,release_date,runtime,tconst,gtrendssearch,date
"     Director: Ketan Mehta |      Stars: Nawazuddin Siddiqui,  Radhika Apte,  Ashutosh Acharya,  Shahzad Ahmad ",U,"Adventure, Biography, Drama            ",NA,8,"https://ia.media-imdb.com/images/M/MV5BODdlZTZlZTktNTYyZC00ODQ1LWE5MjYtYjc1YTQwODRlNzI5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Manjhi: The Mountain Man,14685,"    Using only a hammer and a chisel, a man spends twenty-two years carving a road through a treacherous mountain.",2015,21-Aug-15,120 min,tt3449292,Manjhi: The Mountain Man,2015-08-21
"     Director: Sooraj R. Barjatya |      Stars: Salman Khan,  Sonam Kapoor,  Neil Nitin Mukesh,  Deepak Dobriyal ",U,"Action, Drama, Musical            ","4,364,639",4.7,"https://ia.media-imdb.com/images/M/MV5BMjUzMjE1MzIxOF5BMl5BanBnXkFtZTgwMjgyMzc5NjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Prem Ratan Dhan Payo,14308,"    While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike.",2015,12-Nov-15,164 min,tt3595298,Prem Ratan Dhan Payo,2015-11-12
"     Director: Karan Malhotra |      Stars: Akshay Kumar,  Jackie Shroff,  Sidharth Malhotra,  Jacqueline Fernandez ",UA,"Action, Drama, Sport            ","266,175",6.8,"https://ia.media-imdb.com/images/M/MV5BNzQ4Njg3Mjg5Nl5BMl5BanBnXkFtZTgwODE5MDg1NjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Brothers,10025,"    Two estranged, street-fighting brothers square off against each other in a mixed martial arts tournament.",2015,14-Aug-15,156 min,tt3802576,Brothers,2015-08-14
"     Director: Meghna Gulzar |      Stars: Irrfan Khan,  Konkona Sen Sharma,  Neeraj Kabi,  Sohum Shah ",UA,"Crime, Drama, Mystery            ","342,370",8.3,"https://ia.media-imdb.com/images/M/MV5BMTYzODg0Mjc4M15BMl5BanBnXkFtZTgwNzY4Mzc3NjE@._V1_UY209_CR7,0,140,209_AL_.jpg",-1,Talvar,21758,    An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,2015,02-Oct-15,132 min,tt4934950,Talvar,2015-10-02
"     Director: Imtiaz Ali |      Stars: Deepika Padukone,  Ranbir Kapoor,  Piyush Mishra,  Naila Grewal ",UA,"Comedy, Drama, Romance            ","1,980,235",7.2,"https://ia.media-imdb.com/images/M/MV5BMjA1MTc0Mjc4Ml5BMl5BanBnXkFtZTgwNjU5Nzk4NjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Tamasha,17479,    Tamasha is about the journey of someone who has lost his edge in trying to follow socially acceptable conventions of society. The film is based on the central theme of abrasion and loss of ...                See full summary »,2015,27-Nov-15,139 min,tt3148502,Tamasha,2015-11-27
"     Director: Dibakar Banerjee |      Stars: Sushant Singh Rajput,  Anand Tiwari,  Neeraj Kabi,  Divya Menon ",UA,"Action, Drama, Mystery            ","579,055",7.6,"https://ia.media-imdb.com/images/M/MV5BMjE2MDgyOTgzN15BMl5BanBnXkFtZTgwNzY2NTYyNTM@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Detective Byomkesh Bakshy!,13017,"    Byomkesh, fresh out of college, agrees to investigate the disappearance of Bhuvan, a chemist. Assisted by Bhuvan's son Ajit, Byomkesh links the case to a larger conspiracy that will unsettle Calcutta.",2015,03-Apr-15,139 min,tt3447364,Detective Byomkesh Bakshy,2015-04-03
"     Director: Luv Ranjan |      Stars: Kartik Aaryan,  Sunny Singh Nijjar,  Sonalli Sehgal,  Nushrat Bharucha ",A,"Comedy, Drama, Romance            ","222,856",7.3,"https://ia.media-imdb.com/images/M/MV5BMTcxNDY5NjA5NV5BMl5BanBnXkFtZTgwNjcyMTk5NjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Pyaar Ka Punchnama 2,11493,"    After falling in love, three roommates experience changes in their lives.",2015,16-Oct-15,137 min,tt4430136,Pyaar Ka Punchnama 2,2015-10-16
"     Director: Shoojit Sircar |      Stars: Amitabh Bachchan,  Deepika Padukone,  Irrfan Khan,  Moushumi Chatterjee ",UA,"Comedy, Drama            ",NA,7.6,"https://ia.media-imdb.com/images/M/MV5BMTUwOTMxNjc2OV5BMl5BanBnXkFtZTgwODQ4OTMxNTE@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Piku,21976,"    A quirky comedy about the relationship between a daughter and her aging father, whose eccentricities drive everyone crazy.",2015,08-May-15,123 min,tt3767372,Piku ,2015-05-08
"     Director: Sriram Raghavan |      Stars: Varun Dhawan,  Nawazuddin Siddiqui,  Yami Gautam,  Huma Qureshi ",A,"Action, Crime, Drama            ","370,843",7.5,"https://ia.media-imdb.com/images/M/MV5BZDU5N2EyMGMtNWFhZC00OTg2LWIzYzYtZDRkYjgxNzhkN2EzXkEyXkFqcGdeQXVyNDY5MTUyNjU@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Badlapur,17152,"    An innocent man turns brutal when his family gets killed in a bank robbery and one of the perpetrators escapes. 15 years later, he begins his deadly game of vengeance.",2015,20-Feb-15,134 min,tt3678782,Badlapur ,2015-02-20
"     Director: Neeraj Ghaywan |      Stars: Richa Chadha,  Sanjay Mishra,  Vicky Kaushal,  Pankaj Tripathi ",A,"Drama, Romance            ",NA,8.1,"https://ia.media-imdb.com/images/M/MV5BMTU4NTE0NTMyNl5BMl5BanBnXkFtZTgwNjI5MDkxNjE@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Masaan,15073,"    Four lives intersect along the Ganges: a low caste boy hopelessly in love, a daughter ridden with guilt of a sexual encounter ending in a tragedy, a hapless father with fading morality, and...                See full summary »",2015,24-Jul-15,109 min,tt4635372,Masaan,2015-07-24
"     Director: Sharat Katariya |      Stars: Bhumi Pednekar,  Ayushmann Khurrana,  Sanjay Mishra,  Kumar Sanu ",NA,"Comedy, Drama, Romance            ",NA,7.5,"https://ia.media-imdb.com/images/M/MV5BMTU4NDY2NjgxOV5BMl5BanBnXkFtZTgwMjk2NTYyNTM@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Dum Laga Ke Haisha,12855,    Prem and his oversized wife Sandhya are supposed to spend a lifetime together. Will a regular arranged marriage turn out to be a perfect mismatch?,2015,27-Feb-15,110 min,tt3495030,Dum Laga Ke Haisha,2015-02-27
"     Director: Zoya Akhtar |      Stars: Anil Kapoor,  Shefali Shah,  Priyanka Chopra,  Ranveer Singh ",UA,"Comedy, Drama, Family            ",NA,6.8,"https://ia.media-imdb.com/images/M/MV5BZWMzODAxMDAtMTk1Yi00NjBjLTgyOWYtNjYyNjYxZDg1NGU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTM3NDI3MzQ@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Dil Dhadakne Do,11459,    The Mehra family must contemplate over their way of living and their love lives while on a cruise celebrating their 30th wedding anniversary.,2015,05-Jun-15,170 min,tt4110568,Dil Dhadakne Do,2015-06-05
"     Director: Mohit Suri |      Stars: Rajkummar Rao,  Vidya Balan,  Emraan Hashmi,  Amala Akkineni ",U,"Drama, Romance            ","235,361",6.7,"https://ia.media-imdb.com/images/M/MV5BMTBmZWFhMDAtNzk2NC00MjM2LTk2ZTMtYzA3YzNiNjE2OWJmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Hamari Adhuri Kahani,4205,"    A single mother finds solace with a wealthy, but lonely hotel magnate, together they find love until her past comes back to confront her.",2015,12-Jun-15,129 min,tt3483612,Hamari Adhuri Kahani,2015-06-12
"     Director: Prabhudheva |      Stars: Akshay Kumar,  Amy Jackson,  Lara Dutta,  Kay Kay Menon ",UA,"Action, Comedy            ","919,095",5.4,"https://ia.media-imdb.com/images/M/MV5BZTM5ZjM3NDEtYTJkMi00YzM0LWI2NDAtMzM4MmRmMjA0NDExXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Singh Is Bliing,6245,    A lazy youth fails to take up any responsibility for which he is sent off to Goa to work with his father's friend. There he falls in love with a woman who has problems of her own.,2015,02-Oct-15,141 min,tt3696192,Singh Is Bliing,2015-10-02
"     Director: R. Balki |      Stars: Amitabh Bachchan,  Dhanush,  Akshara Haasan,  Abhinaya ",UA,Drama            ,"241,720",6.8,"https://ia.media-imdb.com/images/M/MV5BZmExOWZiMDYtNmNlNy00OGQ3LTlkNGUtNTQyODdiMjg4ZmZkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Shamitabh,6175,"    An aspiring actor with the inability to speak, joins forces with a man who has a powerful voice. Together they take the film industry by storm, but will their egos get in the way?",2015,06-Feb-15,155 min,tt3836958,Shamitabh,2015-02-06
"     Director: Navdeep Singh |      Stars: Anushka Sharma,  Ravi Beniwal,  Siddharth Bharadwaj,  Neil Bhoopalam ",A,"Adventure, Crime, Drama            ",NA,7.2,"https://ia.media-imdb.com/images/M/MV5BOTUyMzk3MzQ5OV5BMl5BanBnXkFtZTgwNDM3MjM5NDE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,NH10,10328,"    On their way to a weekend retreat, a married couple find their dream vacation turn into a nightmare when they cross paths with a dangerous gang.",2015,13-Mar-15,115 min,tt3742284,NH10,2015-03-13
"     Directors: Abbas Alibhai Burmawalla,  Mastan Alibhai Burmawalla |      Stars: Kapil Sharma,  Simran Kaur Mundi,  Manjari Phadnis,  Sai Lokur ",NA,Comedy            ,NA,5.7,"https://ia.media-imdb.com/images/M/MV5BYWNhYzljZTEtM2Q5ZS00ODY2LTljODUtM2U1MGZiNjUyNTM3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Kis Kisko Pyaar Karoon,4894,"    A man (Kapil Sharma) falls in love with four women, but how will he keep them from finding out about each other?",2015,25-Sep-15,133 min,tt4302956,Kis Kisko Pyaar Karoon,2015-09-25
"     Director: Remo |      Stars: Shraddha Kapoor,  Varun Dhawan,  Pooja Batra,  Prabhudheva ",U,"Biography, Drama, Musical            ",NA,5.6,"https://ia.media-imdb.com/images/M/MV5BMTY1NzM4NTM3Nl5BMl5BanBnXkFtZTgwNzgzNjA1NTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Any Body Can Dance 2,4085,"    Based on the true story of the Fictitious Dance group; their rise to fame, sudden downfall, and their heroic attempt to seek vindication by regaining their lost pride and glory.",2015,19-Jun-15,154 min,tt3679000,Any Body Can Dance 2,2015-06-19
"     Director: Harshavardhan Kulkarni |      Stars: Gulshan Devaiah,  Radhika Apte,  Sai Tamhankar,  Veera Saxena ",A,"Comedy, Romance            ",NA,7,"https://ia.media-imdb.com/images/M/MV5BMTcwMDYxODcwOV5BMl5BanBnXkFtZTgwMTc5NzUyNDE@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Hunterrr,4671,"    Mandar, an ordinary guy is obsessed with sex and chases girls until he meets Tripti and decides to settle down with her.",2015,20-Mar-15,141 min,tt4333674,Hunterrr,2015-03-20
"     Director: Manish Gupta |      Stars: Kay Kay Menon,  Ashish Vidyarthi,  Tisca Chopra,  Mita Vasisht ",UA,"Mystery, Thriller            ",NA,7.7,"https://ia.media-imdb.com/images/M/MV5BNzIzMDA2MjQwNF5BMl5BanBnXkFtZTgwNDMwOTA4NDE@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Rahasya,3274,"    Only child of a doctor couple is murdered in her sleep inside their large 1,300 sq ft duplex apartment with excellent ventilation, plenty of natural light, multiple entrances, detached servant quarter and direct access to rooftop terrace.",2015,30-Jan-15,123 min,tt3337550,Rahasya,2015-01-30
"     Director: Kanu Behl |      Stars: Shashank Arora,  Ranvir Shorey,  Shivani Raghuvanshi,  Amit Sial ",A,"Action, Drama, Thriller            ",NA,7.6,"https://ia.media-imdb.com/images/M/MV5BNDE1OTA0OTE3NV5BMl5BanBnXkFtZTgwMzgyNTE4MTE@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Titli,3088,"    Titli, the youngest member of a car-jacking brotherhood wants to escape the family business. He and his wife form a pact to set free from their family roots. But is escape possible?",2014,30-Oct-15,116 min,tt3019620,Titli,2015-10-30
"     Director: Sanjay Gupta |      Stars: Aishwarya Rai Bachchan,  Irrfan Khan,  Shabana Azmi,  Jackie Shroff ",UA,"Action, Crime, Drama            ",NA,5.8,"https://ia.media-imdb.com/images/M/MV5BN2Q0NjE5ZjYtODcwMS00MzY2LTg0YmYtOWFhMmY2NTYxNGU3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Jazbaa,2794,"    Tensions arise when the daughter of nation's best lawyer is kidnapped. Now she'll have to save a rapist from death sentence, as ransom, within 4 days.",2015,09-Oct-15,119 min,tt4323504,Jazbaa,2015-10-09
"     Directors: Shonali Bose,  Nilesh Maniyar |      Stars: Kalki Koechlin,  Revathy,  Sayani Gupta,  Hussain Dalal ",A,Drama            ,NA,7.3,"https://ia.media-imdb.com/images/M/MV5BMTA5MzA1NDU4OTZeQTJeQWpwZ15BbWU4MDU0Mzk1ODgx._V1_UY209_CR3,0,140,209_AL_.jpg",63,Margarita with a Straw,2571,"    A rebellious young woman with cerebral palsy leaves her home in India to study in New York, unexpectedly falls in love, and embarks on an exhilarating journey of self-discovery.",2014,17-Apr-15,100 min,tt2929690,Margarita with a Straw,2015-04-17
"     Director: Pan Nalin |      Stars: Sarah-Jane Dias,  Rajshri Deshpande,  Sandhya Mridul,  Amrit Maghera ",A,"Comedy, Drama            ",NA,6.9,"https://ia.media-imdb.com/images/M/MV5BMTQ5NTE0MTk4M15BMl5BanBnXkFtZTgwOTczNzU3NjE@._V1_UY209_CR6,0,140,209_AL_.jpg",-1,Angry Indian Goddesses,2105,    A photographer invites her closest friends to vacation at her family's home in Goa in celebration of her upcoming marriage.,2015,04-Dec-15,121 min,tt3368222,Angry Indian Goddesses,2015-12-04
"     Director: Vibhu Puri |      Stars: Naman Jain,  Mithun Chakraborty,  Krutika Deo,  Gaurav Dwivedi ",NA,"Biography, Drama, Fantasy            ",NA,5.6,"https://ia.media-imdb.com/images/M/MV5BZjdmYjc4MzgtZmY4Mi00NGE4LTk4NWItMWQzZmZmOTZjNDM5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Hawaizaada,1309,"    The film which is based on the life on an Indian scientist Shivkar Bapuji Talpade, who is credited to have constructed India's first unmanned plane is the tale of the hardships that he went...                See full summary »",2015,30-Jan-15,148 min,tt4338154,Hawaizaada,2015-01-30
"     Director: Vishal Pandya |      Stars: Sharman Joshi,  Zareen Khan,  Karan Singh Grover,  Daisy Shah ",A,"Drama, Thriller            ",NA,4.5,"https://ia.media-imdb.com/images/M/MV5BOTcxZTkxZDMtNWFjMC00ZjRkLTk4NzQtZmFlYmRmMjY4NTFjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR4,0,140,209_AL_.jpg",-1,Hate Story 3,2470,"    A multimillionaire businessman seems to have it all: money, style and love ... until his rivals look to his past to destroy him.",2015,04-Dec-15,126 min,tt4865436,Hate Story 3,2015-12-04
"     Director: Ashish R. Mohan |      Stars: Arshad Warsi,  Jackky Bhagnani,  Lauren Gottlieb,  Kumud Pant ",UA,"Adventure, Comedy, Crime            ",NA,4.4,"https://ia.media-imdb.com/images/M/MV5BMTU4YTcyNzYtOGEwMS00Y2U0LWJhYjQtYTc4N2I5OWI3MjgxXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_UY209_CR9,0,140,209_AL_.jpg",-1,Welcome to Karachi,862,"    Two men from India land in Karachi, Pakistan, without their passports. They get trapped by the Taliban and desperately try to find a way to get back to India.",2015,28-May-15,131 min,tt4023852,Welcome to Karachi,2015-05-28
"     Director: Fuwad Khan |      Stars: Naseeruddin Shah,  Paresh Rawal,  Annu Kapoor,  Auritra Ghosh ",UA,Comedy            ,NA,6.3,"https://ia.media-imdb.com/images/M/MV5BMTExMDAyNjYwNTVeQTJeQWpwZ15BbWU4MDYxOTU5ODYx._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Dharam Sankat Mein,1606,"    At the age of 55, a Hindu man discovers that he was born Muslim and adopted by a Hindu family.",2015,10-Apr-15,129 min,tt4354740,Dharam Sankat Mein,2015-04-10
"     Director: Prawaal Raman |      Stars: Adil Hussain,  Alexx O'Nell,  Anastasia Fullfina,  Dijana Dejanovic ",A,"Action, Biography, Crime            ",NA,6.3,"https://ia.media-imdb.com/images/M/MV5BNzZmMjhjNzQtYjFjMy00YTkzLWFiNjktNWUxYTdmMTM4Nzg4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Main Aur Charles,1385,"    After escaping from prison, a notorious serial killer and conman becomes the target of a nationwide manhunt led by an honest police officer determined to catch him.",2015,30-Oct-15,119 min,tt4024944,Main Aur Charles,2015-10-30
"     Director: Ejaz Gulab |      Stars: Nana Patekar,  Mohan Agashe,  Gul Panag,  Ashutosh Rana ",NA,"Crime, Thriller            ",NA,5.8,"https://ia.media-imdb.com/images/M/MV5BOTU0OWM3ODktMzZmOC00MTJjLWE2ZTktYzA1ZjE4OTM4ZDE4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Ab Tak Chhappan 2,995,    Home Minister Janardhan Jagirdarand chief Minister Anna Saheb are much concerned over the criminal activities of underworld dons Rawal and Rauf Lala. Rawal is operating from Bangkok while ...                See full summary »,2015,27-Feb-15,106 min,tt2202086,Ab Tak Chhappan 2,2015-02-27
"     Director: Shivam Nair |      Stars: Kunal Khemu,  Zoa Morani,  Mandana Karimi,  Manasi Scott ",UA,"Action, Fantasy, Thriller            ",NA,5.1,"https://ia.media-imdb.com/images/M/MV5BMDAwMDAzYjQtMjRlMS00YzYzLTllMGItZmQyM2E5ZjdmZTY4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR4,0,140,209_AL_.jpg",-1,Bhaag Johnny,792,"    Forced to kill a woman, Johnny is granted the opportunity to live two lives, one in which he kills her and the other where he attempts to save her.",2015,25-Sep-15,118 min,tt3619710,Bhaag Johnny,2015-09-25
"     Director: Zeishan Quadri |      Stars: Jaideep Ahlawat,  Aakash Dahiya,  Jatin Sarna,  Shadab Kamal ",NA,Crime            ,NA,7.2,"https://ia.media-imdb.com/images/M/MV5BMTQ4MDg0NzYxNV5BMl5BanBnXkFtZTgwMTEzOTE4NjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Meeruthiya Gangsters,447,    Unemployed college students becomes Gangsters to fulfil their financial needs and events followed by their decision to be Gangster in the the backdrop of Meerut City of India.,2015,18-Sep-15,129 min,tt4117066,Meeruthiya Gangsters,2015-09-18
"     Director: Subhash Kapoor |      Stars: Arshad Warsi,  Amit Sadh,  Ronit Roy,  Aditi Rao Hydari ",UA,"Comedy, Drama            ",NA,5.3,"https://ia.media-imdb.com/images/M/MV5BMTEwNjQyNTA0NDdeQTJeQWpwZ15BbWU4MDQyMjEzNzUx._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Guddu Rangeela,743,"    Based in the dusty plains of North India, Guddu Rangeela is a story about two cousins trying to make ends meet in the crime infested surroundings. Orchestra singers by day and informants by...                See full summary »",2015,03-Jul-15,124 min,tt4684028,Guddu Rangeela,2015-07-03
"     Director: Kapri Vinod |      Stars: Rahul Bagga,  Hrishitaa Bhatt,  Annu Kapoor,  Ravi Kishan ",NA,"Comedy, Crime, Family            ",NA,5.3,"https://ia.media-imdb.com/images/M/MV5BMTk3NTkxNzc5N15BMl5BanBnXkFtZTgwNjY3NzM5NTE@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Miss Tanakpur Haazir Ho,275,    Miss Tanakpur is a political satire that unfolds in the backdrop of a Love-story set in a village of Haryana. In the villages of Haryana the Pradhans in general have insurmountable powers. ...                See full summary »,2015,26-Jun-15,154 min,tt4707940,Miss Tanakpur Haazir Ho,2015-06-26
"     Director: Vikas Bahl |      Stars: Shahid Kapoor,  Alia Bhatt,  Pankaj Kapur,  Sanjay Kapoor ",NA,"Comedy, Drama, Romance            ","433,541",3.7,"https://ia.media-imdb.com/images/M/MV5BMTkyMDM2ODE4M15BMl5BanBnXkFtZTgwMTcxODE3NjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Shaandaar,3843,"    In the backdrop of a destination wedding in London, two families try to save their respective empires, unbeknownst to each other.",2015,22-Oct-15,144 min,tt4007558,Shaandaar,2015-10-22
"     Director: Nikkhil Advani |      Stars: Imran Khan,  Kangana Ranaut,  Suhaas Ahuja,  Vivan Bhatena ",NA,"Comedy, Drama, Romance            ","364,932",4.9,"https://ia.media-imdb.com/images/M/MV5BMTQ5Mzg4NTUyM15BMl5BanBnXkFtZTgwMTMwNzYyNjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Katti Batti,2317,    A romantic comedy that follows Maddy and Payal's live-in relationship until a sudden turn of events creates a distance between them.,2015,18-Sep-15,135 min,tt4467262,Katti Batti,2015-09-18
"     Director: Kabir Khan |      Stars: Saif Ali Khan,  Katrina Kaif,  Sabyasachi Chakraborty,  Rajesh Tailang ",UA,"Action, Drama, Thriller            ","207,921",5.7,"https://ia.media-imdb.com/images/M/MV5BMTk5NDE2NDUxM15BMl5BanBnXkFtZTgwOTA3NzI1NjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Phantom,7138,    A disgraced Indian soldier carries out a series of assassinations in the hope of restoring his honour.,2015,28-Aug-15,136 min,tt3469244,Phantom,2015-08-28
"     Director: Vikram Bhatt |      Stars: Emraan Hashmi,  Amyra Dastur,  Tanmay Bhat,  Sushil Pandey ",UA,"Action, Crime, Sci-Fi            ","30,097",3.8,"https://ia.media-imdb.com/images/M/MV5BMTk0MDQxMzkzNF5BMl5BanBnXkFtZTgwNTU5ODg5NDE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Mr. X,1412,"    After gaining the power of invisibility; a man becomes a vigilante, in order to take revenge on those who have wronged him.",2015,17-Apr-15,133 min,tt3848938,Mr. X,2015-04-17
"     Director: Anees Bazmee |      Stars: Anil Kapoor,  Nana Patekar,  Dimple Kapadia,  John Abraham ",UA,"Action, Comedy, Crime            ","1,388,365",4.2,"https://ia.media-imdb.com/images/M/MV5BYjJmOTlhNGItNWUyNC00YzA1LWI2NzktMDU4ZjE1ZTcwOTE3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR4,0,140,209_AL_.jpg",-1,Welcome Back,4717,"    A pair of reformed gangsters try to find a husband for their newly discovered sister, but complications arise due to mistaken identities.",2015,04-Sep-15,152 min,tt3159708,Welcome Back,2015-09-04
"     Director: Anurag Kashyap |      Stars: Ranbir Kapoor,  Anushka Sharma,  Karan Johar,  Satyadeep Misra ",UA,"Action, Crime, Drama            ",NA,5.7,"https://ia.media-imdb.com/images/M/MV5BMTYwNzNkODUtZmYyMC00ZDMwLWI4OTktZWJiODk2ZjA3OTdkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Bombay Velvet,4644,    An ordinary man goes against all odds and forges his destiny to become a 'Big Shot'.,2015,15-May-15,149 min,tt2979920,Bombay Velvet,2015-05-15
"     Director: Madhur Bhandarkar |      Stars: Akanksha Puri,  Avani Modi,  Kyra Dutt,  Ruhi Singh ",NA,Drama            ,NA,4.1,"https://ia.media-imdb.com/images/M/MV5BMTUzODI3MDc1MF5BMl5BanBnXkFtZTgwODc2MDE4NjE@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Calendar Girls,672,    A story of a girl who came from a village to get stardom in the fashion industry. What happens next when she is surrounded by obstacles?,2015,25-Sep-15,131 min,tt4897908,Calendar Girls ,2015-09-25
"     Director: Umesh Shukla |      Stars: Rishi Kapoor,  Abhishek Bachchan,  Asin,  Supriya Pathak ",NA,"Adventure, Comedy, Drama            ",NA,3.8,"https://ia.media-imdb.com/images/M/MV5BMmYxOTBlNWQtNjViYy00YzQyLWFkMDctMzgzZDkzOWE3NDQxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,All Is Well,1312,    A musician finds himself on the run from a group of thugs with his friend and his estranged parents.,2015,21-Aug-15,126 min,tt3547616,All Is Well,2015-08-21
"     Director: Radhika Rao |      Stars: Kangana Ranaut,  Sunny Deol,  Prem Chopra,  Maya Alagh ",NA,"Comedy, Romance            ",NA,3.9,"https://ia.media-imdb.com/images/M/MV5BZGNiOWRiZWItNDA3ZS00Njk3LWJlODMtOWY1MTMyZmRhY2QxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,I Love New Year,427,    This is a one-night story - it's New Year eve and two strangers living in two different cities [New York/Chicago] are tossed into each other's company by the hand of fate in a comedy of ...                See full summary »,2015,10-Jul-15,127 min,tt2708644,I Love New Year ,2015-07-10
"     Director: Abhishek Dogra |      Stars: Malaika Arora,  Karan Ashar,  Mohammed Zeeshan Ayyub,  Karim Hajee ",UA,"Comedy, Romance            ",NA,4.6,"https://ia.media-imdb.com/images/M/MV5BODYyMTFhNDUtZGM2OS00YzY4LTkxNDktNzZhY2U3MmU4NjNiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Dolly Ki Doli,2221,    Dolly is a con woman who marries unsuspecting men and on the wedding night runs away with their money. On the case is a police officer and two disgruntled grooms.,2015,23-Jan-15,98 min,tt4332114,Dolly Ki Doli,2015-01-23
"     Director: Bobby Khan |      Stars: Sunny Leone,  Rahul Dev,  Mohit Ahlawat,  Jay Bhanushali ",UA,"Mystery, Romance, Thriller            ",NA,3.8,"https://ia.media-imdb.com/images/M/MV5BMDNjODIzYTQtMjY0MC00NmJjLWE3NGQtZDExZjZhYTJhNzdkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Ek Paheli Leela,1446,"    Two lovers, having been denied true love 300 years ago, are reincarnated in order to correct that wrong.",2015,10-Apr-15,145 min,tt4500734,Ek Paheli Leela,2015-04-10
"     Director: Karan Darra |      Stars: Gurmeet Choudhary,  Ali Fazal,  Sapna Pabbi,  Debina Choudhary ",A,"Drama, Horror            ",NA,4.1,"https://ia.media-imdb.com/images/M/MV5BZjg0MDM4OGMtNTYyMi00N2ZkLWFjOWYtMzNiZmIyMzMzNDI1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Khamoshiyan,990,"    An erotic love triangle revolving around a writer adrift in the icy slopes of Kashmir where he discovers a woman with a strange, silent past.",2015,30-Jan-15,122 min,tt3886444,Khamoshiyan,2015-01-30
"     Director: Nikkhil Advani |      Stars: Suraj Pancholi,  Athiya Shetty,  Tigmanshu Dhulia,  Aditya Pancholi ",UA,"Action, Drama, Romance            ",NA,3.6,"https://ia.media-imdb.com/images/M/MV5BMTQ0NzAyMTIyOF5BMl5BanBnXkFtZTgwMTE2MTY3NjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Hero,1871,"    A boy and a girl find themselves stuck in a whirlpool of such intense love that they would do anything, go to any extent and face all odds for the one they love.",V 2015,11-Sep-15,145 min,tt4467202,Hero,2015-09-11
